Job Title,Description,District,Work Mode
Frontend Developer - Angular,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como FRONTEND DEVELOPER en el rubro Farmacéutico:
FRONTEND DEVELOPER
Requisitos para postular al cargo:
Profesional de las carreras de Ingeniería de sistemas, informática o afines.
Experiencia mayor a 4 años en Angular 13+
Experiencia en Estructura Documento HTML (DOM), Integración de pasarelas de pago.
Experiencia en Desarrollo Responsive & Mobile-First.
Manejo de Arquitectura Modular / Web Components
Funciones principales del puesto:
Construir la parte visual y funcional de una aplicación web con la que los usuarios interactúan directamente, utilizando el framework Angular junto con HTML, CSS y TypeScript.
Dividir el código en unidades reutilizables y bien definidas (componentes) para mantener la aplicación organizada y facilitar el desarrollo.
Asegurar que las aplicaciones web sean rápidas y eficientes, mejorando la velocidad de carga y la capacidad de respuesta.
Identificar y corregir errores en el código para garantizar que la aplicación funcione correctamente, y realizar pruebas para verificar que cumpla con los requisitos.
Crear aplicaciones web que funcionen en diferentes plataformas, incluyendo web, móvil y escritorio.
La empresa ofrece al candidato seleccionado
Únete a una empresa líder a nivel global
Planilla Completa
Beneficios acorde a ley
Trabajo remoto al 90% (presencial 2 veces al mes)
Seguro Vida Ley
Convenios corporativos, educativos y de recreación
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!","Lima, Lima, Peru",Remoto
Desarrollador Frontend Senior- REMOTO,"Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de ""Desarrollador Frontend Web Senior""
Requisitos:
Mínimo 5 años de experiencia en Desarrollador front end.
Experiencia sólida en React.
Conocimiento avanzado de JavaScript, HTML5, CSS3 y frameworks asociados.
Sólidos conocimientos de HTML5 y CSS3 así como tecnologías afines.
Conocimientos de uso y consumo de API REST.
Familiaridad con Git y sus plataformas (Gitlab, Github, etc.).
Experiencia en Figma.
Experiencia en Pruebas, y testing (Jest)
Disponibilidad inmediata.
Condiciones:
Modalidad Remota(1 o 2 veces de manera presencial en Surco).
Horario de lunes a viernes 8: 30 am a 6:00 pm
¡Ven y únete al equipo de CSTI CORP!","Lima, Lima, Peru",Presencial
Desarrollador Backend Java,"Somos Inetum, una compañía de servicios ágiles que proporciona soluciones digitales y un grupo global de tecnólogos que acompaña a sus clientes en el proceso de digitalización aprovechando al máximo el digital flow.  Ofrecemos a nuestros clientes una combinación única de proximidad, organización sectorial y soluciones de calidad. Presente en más de 26 países, el Grupo tiene cerca de 27.000 colaboradores y apunta a continuar creciendo.  ¡En Inetum acompañamos a nuestros clientes y colaboradores en su camino al éxito!  Si te gusta reinventarte y resolver problemas con nuevas estrategias, trabajar en proyectos de IT y de negocios: ¡Postula ahora!","La Molina, Lima, Peru",Híbrido
Desarrollador Fullstack SemiSenior(Java/Angular),"CSTI Corp es una empresa peruana líder en la industria TI con más de 17 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrecemos soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de un ""Fullstack Semi Senior”, para nuestra línea de negocio.
📌Requisitos:
Experiencia mínima de 3 años en desarrollo de aplicaciones, plataformas o servicios en la capa frontend como en la capa backend.
Experiencia en desarrollo de parte de Frontend con Angular.
Experiencia en desarrollo de parte de Backend con Java y Sprinboot.
Conocimientos en Microservicios, BD Oracle, BD SQL y Api Rest.

🌴Modalidad Presencial en Lima - Los Olivos.
🌴Horario de Lunes a viernes.
🌴Pago acorde al mercado.","Lima, Lima, Peru",Presencial
Analista Programador Full Stack,"En UTEC - Universidad de Ingeniería y Tecnología nos encontramos en búsqueda de un Analista Programador Full Stack
¿Cuáles serán tus retos?
Trabajar en conjunto con equipos multidisciplinarios para garantizar la coherencia tecnológica y funcional de los proyectos.
Análisis y diseño de soluciones
Mantenimiento a aplicaciones inhouse
Creación y mantenimiento de modelo de datos
Pruebas unitarias y funcionales
¿Qué buscamos?
Experiencia en desarrollo con Java (Spring Boot), React y/o Angular.
Conocimiento en Arquitecturas de integración.
Experiencia en interacción con algún CRM y/o ERP (implementación, integración, soporte o personalización).
Manejo de bases de datos relacionales (Oracle, MySQL, PostgreSQL, etc.).
Conocimientos en metodologías ágiles (Scrum, Kanban).
Experiencia trabajando bajo ambientes DevOps.
Experiencia en el uso de Docker.
Dominio de herramientas de versionamiento
Conocimiento inglés a nivel intermedio
Manejo de Office a nivel avanzado
Deseable (no indispensable): Experiencia específica en Zoho Suite (CRM, Desk, Campaign, Survey, Creator, Contract) y Oracle Fusion ERP.
Deseable (no indispensable): Desarrollo y mantenimiento de sitios en Drupal
Capacidad de análisis para la resolución de problemas complejos, aprendizaje rápido y disposición para adoptar nuevas tecnologías, alta adaptabilidad a distintos entornos y herramientas, compromiso y responsabilidad en la ejecución de proyectos, capacidad para trabajar bajo presión y con prioridades múltiples, orientación a resultados con enfoque en impacto institucional, así como comunicación efectiva con usuarios y equipos técnicos.
¿Qué te ofrecemos?
Salario acorde al mercado.
EPS y Seguro oncológico cubierto al 100%
Plataforma de capacitación personalizada.
Descuentos en más de 200 establecimientos.
Oportunidad de aprender e involucrarte en distintos proyectos de UTEC.
Si quieres conocernos mejor:
Visita nuestra web: https://utec.edu.pe/
Síguenos en LinkedIn: https://www.linkedin.com/school/utec-universidad-de-ingenieria-y-tecnologia/mycompany/
Si crees que este es tu rol y que las responsabilidades descritas son lo que estás buscando, ¡inscríbete en la vacante!
¡Tenemos ganas de conocerte!","Barranco, Lima, Peru",Remoto
Desarrollador .Net / PHP,"More digital. More human. More Minsait.
En Minsait, una compañía de Indra, somos líderes globales en tecnología y consultoría digital. Conectamos personas, tecnología y negocios para impulsar el crecimiento, la transformación y un impacto positivo y sostenible.
¡Únete como Desarrollador .NET/PHP!
Buscamos profesionales apasionados por la tecnología, con ganas de formar parte de nuestros equipos multidisciplinares y contribuir a proyectos de alto impacto.
¿Qué buscamos?
Profesional de Ingeniería de Sistemas, Informática o carreras afines.
Mínimo 4 años de experiencia desarrollando con .NET y PHP.
Conocimientos sólidos en:C# .NET ASP 3 JavaScript, VB 6.0 SQL Server GIT (control de versiones) PHP Nativo 5.6 MySQL
Valoramos adicionalmente:
Experiencia en migraciones de PHP 5.6 a 8.4
Manejo de WAMP Server
Conocimientos en SOAP
Buen manejo de herramientas de control de versiones
¿Por qué te encantará ser un #Minsaiter?
EPS cubierta al 100%
Trabajo remoto de lunes a viernes (7:00 a.m. - 4:30 p.m.)
Contrato en planilla a plazo fijo (renovable)
Acceso total a Udemy
Asesorías nutricionales y psicológicas gratuitas
Línea de carrera y oportunidades de crecimiento
Kit ergonómico para trabajar desde casa
Minsait, technology for a more human future
Nuestro compromiso es fomentar un entorno laboral inclusivo, respetuoso y libre de cualquier tipo de discriminación. Promovemos la igualdad de oportunidades en todos nuestros procesos de selección, formación y desarrollo profesional.","Lima, Lima, Peru",Remoto
Desarrollador Python Odoo,"🚀 Desarrollador Python Odoo
Modalidad: Presencial
Horario: Lunes a Viernes (9:00 am – 6:00 pm)
🎓 Requisitos académicos
Bachiller o título universitario en Ingeniería de Software, Ciencias de la Computación, Sistemas o afines.
Deseable: certificaciones en Odoo, Python o Cloud.
💻 Conocimientos indispensables
Python avanzado para Odoo (ORM, herencia de modelos, decoradores, contextos).
Framework Odoo (módulos, vistas XML, QWeb, seguridad).
PostgreSQL (optimización y gestión).
APIs REST/XML-RPC, integraciones externas.
Git y metodologías ágiles (Scrum/Kanban).
Frontend básico: XML y JavaScript para personalización de vistas.
⭐ Conocimientos deseables
Librerías de Data Science (Pandas, NumPy).
Frameworks backend: FastAPI, Flask.
Bases de datos NoSQL (MongoDB).
CI/CD y DevOps (Docker, Kubernetes, GitHub Actions).
🏆 Experiencia requerida
+1 año en desarrollo con Python para Odoo.
+2 años en desarrollo de software.
Experiencia en personalización y creación de módulos Odoo.
Integraciones con sistemas de terceros.
Participación en 2 o más proyectos de implementación Odoo.
🔑 Competencias clave
Resolución de problemas complejos de negocio.
Trabajo en equipo y comunicación clara.
Autoaprendizaje y actualización constante en Odoo.
Orientación a resultados y optimización de procesos.
🎁 Beneficios
Horario flexible.
Modalidad híbrida/presencial según proyecto.
Entorno de trabajo colaborativo y ágil.
Posibilidades de crecimiento profesional en proyectos desafiantes.
📨 Postula ahora y forma parte de nuestro equipo especializado en soluciones Odoo.","Lima, Lima, Peru",Presencial
Desarrollador Backend JavaScript senior,"CSTI Corp es una empresa peruana líder en la industria TI con más de 15 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de ""Desarrollador Backend (JavaScript) Senior
Requisitos:
Bachiller en Ing de Sistemas, Software o afines o Técnico.
Experiencia mínima de 5 años como Backend.
Experiencia de 3 a más en Node JS.
Experiencia de 2 años a más en Amazon Web Services.
Experiencia de 3 en en programación en Javascript, Node JS con Express y Type Script
Experiencia en Git / Gitlab: Gitflow, comandos Rebasing, Stashing, crear y resolver Merge Requests.
Experiencia de 3 años a más en Metodologías Ágiles como Scrum, Kanban y/o XP.
Nivel intermedio o avanzado en codificación de pruebas de unidad usando TDD.
Experiencia codificando pruebas de rendimiento de SW (carga, estres, escalabilidad) usando Gatlin u otra herramienta similar.
Conocimiento de BDD.
Conocimiento avanzados de Clean Code, SOLID y Arquitecturas Hexagonales.
Experiencia aplicando prácticas de excelencia técnica como: Continuous Integration, Refactoring, Code Review y Pair Programming.
Conocimiento avanzado de prácticas de código seguro con OWASP 10.
DevSecOps Mindset.
Experiencia en Docker, Mongodb, MySQL, Redis, EventBridge y Kubernetes (deseable).
Condiciones:
Modalidad Remota (1 o 2 veces al mes en el distrito de San Isidro)
Salario bajo RXH.
Horario de lunes a viernes de 9 am a 6:30pm.
¡Ven y únete al equipo de CSTI CORP!","Lima, Lima, Peru",Híbrido
Desarrollador FullSatck - Enfoque en Frontend,"En FRACTAL, consultora TI peruana con más de 10 años de experiencia en el mercado nacional e internacional, nos encontramos en búsqueda de un(a) Desarrollador Fullstack con experiencia en CMS para colaborar en modalidad híbrida en un proyecto con uno de nuestros clientes nacionales.
Requisitos
Frontend:
Formación universitaria culminada en Ingeniería de Sistemas, Software, Computación e Informática o carreras afines.
2 a 3 años de experiencia en el puesto y desarrollando con JavaScript y TypeScript.
Experiencia en desarrollo de interfaces con React
Manejo de estado y asincronía (Zustand, React Query, Axios)
Creación de UI responsiva y accesible (Tailwind, Radix)
Validación de datos y formulatrio /React Hook Form, Zod)
Visualización de datos (gráficos, fechas, Excel)
Optimización y buenas prácticas de código (linting, tipado, git)
Despliegue en la nube (AWS S3 para hosting)
Backend (Básico):
Conocimientos en al menos un lenguaje de backend (Python, Node.js, etc.).
Familiaridad con frameworks como Django, Flask, Express
Conocimientos en Base de datos Relacionales y No Relacioales SQL.
Experiencia básica en diseño y consumo de APIs REST.
Entendimiento de conceptos de arquitectura cliente-servidor y HTTP.
Conocimientos básicos en Docker.
Familiaridad con servicios en la nube (AWS, o Azure).
Beneficios
Actividades extralaborales de bienestar y salud.
Pertenecer a una empresa en crecimiento.
Capacitaciones en plataforma AWS-AMAZON y más...
¡Postula y forma parte de la experiencia Fractal!
Visítanos en https://www.fractal.com.pe/","Lima, Lima, Peru",Híbrido
Consultor SAP BTP - Proyecto de 4 meses - Remoto,"Se busca un consultor con sólida experiencia en SAP BTP y HANA, capaz de dar soporte y administración en entornos complejos, gestionar integraciones a través de CPI e Integration Suite, y participar en desarrollos bajo ASP.NET y .NET Core. El perfil debe contar además con conocimientos en Microsoft Azure para administrar aplicaciones desplegadas en la nube, aportando una visión integral en proyectos de transformación digital.
Funciones principales
Brindar soporte y administración en entornos SAP HANA y SAP BTP.
Participar en desarrollos con ASP.NET y .NET Core.
Gestionar integraciones mediante RFC, CPI e Integration Suite.
Administrar y dar soporte a aplicaciones desplegadas en Microsoft Azure.
Requisitos
Experiencia comprobada en SAP HANA y SAP BTP.
Conocimiento en ASP.NET y .NET Core.
Experiencia en integraciones (RFC, CPI, Integration Suite).
Experiencia en administración de aplicaciones en Microsoft Azure.
Características del proyecto
Ingreso inmediato.
Modalidad de trabajo: híbrido flexible o remoto.
Horario: lunes a viernes de 8:00 a.m. a 6:00 p.m.
Se brinda SCTR y laptop.
Duración inicial: 4 meses con proyección a 1 año.","Lima, Lima, Peru",Remoto
Practicante de Digitalización,"¡Hola a todos! En REPSOL, estamos buscando entusiastas e innovadores Practicantes de Digitalización para unirse a nuestro equipo.
¡Únete a nosotros y ayuda a dar forma al futuro de la energía!
REQUISITOS
Estudiante de últimos ciclos de las carreras de Ing. Sistemas, Ing. Industrial o afines
Manejo de herramientas de automatización y/o programación
Power BI a nivel intermedio.
Paquete de office a nivel intermedio.
Idioma de ingles a nivel intermedio.
FUNCIONES
Apoyo en el levantamiento de procesos y elaboración de flujogramas de la operación.
Identificación de oportunidades de eficiencia y automatización, así como la optimización de proyectos en ejecución.
Participación en la elaboración de aplicativos que permitan la digitalización y diminuyan la manualidad del negocio
Apoyo en la actualización y reporte de indicadores del área
Soporte en procesos administrativos del área","San Isidro, Lima, Peru",Presencial
ANALISTA PROGRAMADOR Java - Microservicios,"Somos Canvia ¡Una empresa que innova y reinventa!
¡Buscamos a un Programador Java con ADN de innovación!
Top de razones para trabajar con nosotros:
CANVIA es una de las empresas más grandes del sector IT en el Perú y nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital en múltiples industrias. Nos mueve la reinvención, hacer las cosas diferentes a través de buenas ideas, cuestionar el statu quo.
Años de experiencia desarrollando y ejecutando soluciones con un equipo humano valioso y que suma diferentes capacidades, nuevos modelos de negocios a través del uso de tecnologías digitales y sistemas de gestión del cambio soportados en una cultura Lean-Agile.
¿Qué retos tendrás como Programador?
Desarrollo de sistemas y/o software con Java y base de datos Oracle, empleando tecnologías como JSF, JPA, Spring Framework, Spring Boot, Spring Cloud, microservicios.
Elaborar el código de programación de los proyectos que le son asignados.
Elaborar la documentación relacionada al proyecto, de acuerdo con los entregables comprometidos.
Brindar soporte a las pruebas en ambiente de Certificación.
Capacidad para un rápido entendimiento de los procesos de negocio del cliente, proactividad y comunicación efectiva.
¿Qué skills buscamos en ti?
Tecnico titulado o Bachiller de la carrera de Ingeniería de Sistemas, Ingeniería Informática, Computación e informática o carreras afines.
4 años de experiencia. (comprobada)
Experiencia en Programación: JAVA a nivel intermedio o avanzado.
Conocimientos de Base de Datos: Oracle
Experiencia en desarrollo de Microservicios.
Lo que encontrarás en Canvia:
ü Trabajar en equipo con especialistas en nuevas tecnologías y generar impacto a través de la transformación de nuestros clientes y proyectos de gran escala.
ü Cultura de equipo altamente colaborativa y orientado a romper paradigmas.
ü A RETARTE y cuestionarte como lo estás haciendo para pensar cómo hacerlo mejor.
ü Foco en tu desarrollo y línea de crecimiento, a través de Canvia College donde podrás potenciar tus conocimientos con cursos tendencia en tecnología y de gestión.
ü La importancia de tu bienestar, por ejemplo, el que tengas tiempo libre el día de tu cumpleaños para que lo disfrutes con las personas que más quieres.
ü Trabajo desde casa en la mayoría de nuestras posiciones.
En esta empresa está prohibida la discriminación – Ley N° 29973","Cercado De Lima, Lima, Peru",Híbrido
Programador,"¿Cuáles serán mis desafíos?
Planificar y programar las operaciones de transporte y abastecimiento de productos a nivel nacional.
Coordinar la disponibilidad operativa de las unidades en función de la demanda de los clientes y la capacidad de atención.
Asegurar la continuidad del suministro de productos en distintas regiones del país, priorizando las zonas críticas para garantizar la cobertura oportuna.
Gestionar la programación bajo criterios de seguridad y eficiencia, manteniendo una comunicación fluida entre las áreas involucradas en la operación.
Velar por el cumplimiento de los estándares de servicio y la optimización de recursos en las operaciones logísticas.
¿Qué es lo que se requiere de mí?
Estudios Universitarios y/o Técnicos de Ingeniería Industrial, Cadena de Suministro, Transporte o afines.
Manejo de software: Office, a nivel avanzado / SAP (deseable).
Mínimo 01 año de experiencia en posiciones similares (como Programador).
Disponibilidad para trabajar en turnos rotativos.","Lima, Lima, Peru",Presencial
Analista Programador FRONTEND - Angular,"Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y segura.
¡Reinventa el futuro con Canvia!
Si sientes pasión por la tecnología y quieres transformar negocios, esta es tu oportunidad para desarrollarte en una empresa inclusiva, diversa, que se desafía constantemente.
Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital con un metodología ágil y segura.
Como Analista Programador ANGULAR tendrás la misión de:
Desarrollar la interfaz de usuario en Angular con Microfrontends.
Integrar con Azure API Management y asegurar la correcta comunicación con el backend.
Garantizar accesibilidad y compatibilidad en múltiples dispositivos.
* REQUISITOS:
Bachiller en la carrera de Ingeniería de sistemas, Ingeniería informática, Ingeniería electrónica, Ingeniería industrial o carreras afines.
Experiencia no menor de 5 años como Analista programador o Analista de aplicaciones o similares.
Manejo indispensable de ANGULAR, React, Vue,js, Jquery, TypeScripT, JScript.

* BENEFICIOS:
Te ofrecemos:
Foco en tu desarrollo y línea de crecimiento a través de Canvia College, donde podrás potenciar tus conocimientos con cursos tendencia en tecnología y de gestión.
La importancia de tu bienestar, por ejemplo, el que tengas tiempo libre el día de tu cumpleaños para que lo disfrutes con las personas que más quieres.
Modalidad híbrida de trabajo, trabajo desde casa en la mayoría de nuestras posiciones.
Ingresarás a planilla desde el primer día.
Porque la salud es muy importante, te coberturamos un porcentaje de la EPS
Tendrás una tarjeta de alimentación.
En esta empresa está prohibida la discriminación - Ley N° 29973","Lima, Lima, Peru",Híbrido
Practicante Profesional: Programación PLSQL,"¿Estás buscando iniciar tu carrera como Practicante Profesional Desarrollador PL/SQL en un proyecto retador y con gran proyección de crecimiento? ¡Esta es tu oportunidad! 🙌
Requisitos clave:
Recien egresados de Sistemas, computación o afines.
Conocimientos en PL/SQL y Oracle.
Experiencia previa en proyectos académicos o prácticas relacionadas.
Conocimientos básicos en Java (Spring) [deseable].
Conocimientos básicos en AngularJS [deseable].
Interés en aprender y aportar en procesos de migración tecnológica.
Actitud proactiva, orientación a resultados y capacidad para trabajar en equipo.
✨ Beneficios:
Home office ergonómico.
Plan de desarrollo profesional.
Subvención económica inicial S/1400
Incrementos salariales según desempeño
Seguro FOLA
Línea de carrera
Capacitación constante
📍 Modalidad: Remoto total.
🕐 Horario: L-V 9:00 a.m. – 6:30 p.m.
🔗 ¿Te interesa? Envía tu CV a esta publicación.","San Isidro, Lima, Peru",Remoto
Tech Lead / Líder Técnico Frontend (React + NextJS),"ZUTUN. es una empresa de software boutique con amplia experiencia en banca, seguros, fintech y retail. Nuestro colectivo funciona como un verdadero equipo, valorando la colaboración, la sinergia y el apoyo mutuo entre nuestros miembros, reconociendo que el talento es el núcleo y el equipo es quien juega el partido.
Te invitamos a participar de proceso TECH LEAD / LIDER TÉCNICO FRONTEND (REACT + NEXTJS) y ser parte de esta experiencia:
RESPONSABILIDADES:
Liderar el diseño e implementación de arquitecturas web y/o móviles.
Coordinar tareas de desarrollo frontend en su mayoría.
Desarrollar e integrar APIs, servicios externos y sistemas de terceros.
Supervisar buenas prácticas de testing automatizado y control de versiones.
Gestionar la infraestructura, rendimiento y disponibilidad de los sistemas.
Colaborar con equipos multidisciplinarios locales e internacionales.
Aplicar metodologías ágiles y fomentar la cultura DevOps.
REQUISITOS:
Experiencia mínima de 5 años a más como TECH LEAD / LIDER TÉCNICO.
Experiencia viendo tareas de desarrollo FRONTEND con REACT.
Experiencia sólida con framework NEXTJS.
Bases de datos y servidores: MariaDB/MySQL, PostgreSQL, Redis, MongoDB
Entornos Cloud: AWS, GCP, Digital Ocean
Herramientas: Google Looker Studio, PowerBI, Google Analytics, Grafana
Testing & DevOps: Cucumber, CI/CD, control de versiones
Autenticación: OAuth2
HABILIDADES BLANDAS:
Liderazgo y capacidad para guiar equipos técnicos
Alta capacidad analítica y toma de decisiones
Autonomía, proactividad y compromiso con resultados
¿QUE OFRECEMOS?
Oportunidades de aprendizaje, donde tú eres responsable de tu desarrollo.
Trabajo colaborativo en un entorno creativo.
Acceso a herramientas y tecnologías de vanguardia.
Ambiente de trabajo dinámico con enfoque en la mejora continua.
Trabajo en base al sentido común, metas, flexibilidad de horarios y de manera hibrida.
Una organización totalmente horizontal, donde se escuchan tus ideas y opiniones, sin jerarquías ni egos, basado en nuestra cultura C+
✅ Consideraciones: RECIBO POR HONORARIOS, tiempo de contratación: 3 A 6 MESES RENOVABLES.
✅ Visita nuestra página WEB: www.zutun.io","Lima, Lima, Peru",Híbrido
Practicante Profesional Desarrollador PL/SQL,"¿Estás buscando iniciar tu carrera como Practicante Profesional Desarrollador PL/SQL en un proyecto retador y con gran proyección de crecimiento? ¡Esta es tu oportunidad! 🙌
Requisitos clave:
Egresados de Ing. de Sistemas o afines.
Conocimientos en PL/SQL y Oracle.
Experiencia previa en proyectos académicos o prácticas relacionadas.
Conocimientos básicos en Java (Spring) [deseable].
Conocimientos básicos en AngularJS [deseable].
Interés en aprender y aportar en procesos de migración tecnológica.
Actitud proactiva, orientación a resultados y capacidad para trabajar en equipo.
✨ Beneficios:
Home office ergonómico.
Plan de desarrollo profesional.
📍 Modalidad: Remoto total.
🕐 Horario: L-V 9:00 a.m. – 6:30 p.m.
🔗 ¿Te interesa? Envía tu CV a esta publicación.","Lima, Lima, Peru",Remoto
Desarrollador Web (Marketing) - Sector Laboratorio,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Desarrollador Web (Marketing) en el rubro Laboratorios en la ciudad de Lima.
Desarrollador Web (Marketing) – Sector Laboratorios
Requisitos para postular al cargo:
Técnico/Bachiller o Titulado en Ciencias de la Computación, Ingeniería Informática o carrera afín
Conocimiento de lenguajes de programación como HTML, CSS, JavaScript y PHP
Conocimiento de las mejores prácticas de desarrollo web
Mínimo de 2 años de experiencia en desarrollo web front-end y back-end.
Experiencia en el desarrollo de páginas web de e-commerce e integraciones con plataformas de CRM.
Experiencia en SEO y marketing de conversión
Experiencia en la integración de plataformas web con sistemas CRM.
Funciones principales del puesto:
Desarrollo y mantenimiento de la página web de e-commerce
Mantener la página web actualizada con contenido fresco, relevante y atractivo para los visitantes.
Implementar buenas prácticas de desarrollo web para asegurar una experiencia de usuario óptima, tiempos de carga rápidos y alta seguridad.
Encargarse de las actualizaciones de contenido por código.
Optimizar el sitio para motores de búsqueda (SEO) y mejorar el posicionamiento en los resultados de búsqueda.
Integración de herramientas digitales con las plataformas de CRM
Conectar la página de e-commerce con las plataformas de CRM para centralizar la información de los clientes y optimizar las estrategias de marketing.
Desarrollar integraciones personalizadas que automaticen procesos y aumenten la eficiencia del equipo de marketing.
Implementar estrategias de marketing de conversión para aumentar las ventas en línea.
Garantizar la seguridad y fiabilidad de las integraciones para proteger los datos de los clientes.
Creación de landings pages y otros elementos web
Diseñar y desarrollar landing pages efectivas para campañas de marketing específicas.
Crear banners, pop-ups y otros elementos web que mejoren la experiencia de usuario y las conversiones.
Implementar pruebas A/B para optimizar el rendimiento y el las landings pages y otros elementos web
La empresa ofrece al candidato seleccionado:
Planilla completa con todos los beneficios de ley.
Sueldo atractivo al mercado.
Excelente clima laboral.
Descuentos corporativos.
Constantes capacitaciones
EPS cubierto al 52%.
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!.","Ate, Lima, Peru",Presencial
PROGRAMADOR WEB Y MOVIL,"En Experis Perú, nos encontramos en la búsqueda del mejor talento para sumarse a los desafíos de la transformación digital en el sector de producción.
Por ello, te invitamos a formar parte del reto como: Programador de Sistemas
Requisitos para el puesto:
Egresado o bachiller en Ingeniería de Sistemas o carreras afines. (Indispensable)
Experiencia mínima de 2 años en roles similares.
Desarrollo de aplicaciones Web y Movil (backend, frontend) en empresas del sector comercial, productivo para aplicaciones de ventas, créditos, operaciones, producción, almacenes.
Disponibilidad ára trabajr en LimaConocimientos mandatorios:
Visual Studio 2022 o superior (mínimo 1 año de experiencia)
.Net Core con C#
Entity Framework
Frontend: Angular, React, JQuery, Bootstrap
Base de datos: SQL Server 2014 en adelante
Uso de herramientas de control de versiones: GIT o similares
Publicación de aplicaciones web en distintos entornos
Conocimientos deseables:
Desarrollo de aplicaciones móviles
Automatización con RPA Bots (UiPath)
Power BI
Inglés intermedio
Funciones:
Realizar mantenimiento a aplicaciones existentes como parte de procesos de mejora continua.
Participar en el desarrollo e implementación de nuevas aplicaciones.
Preparar datos de prueba para pruebas de calidad.
Brindar soporte funcional a los usuarios, resolviendo incidencias y proponiendo mejoras.
Te ofrecemos:
Ingreso directo a planilla completa con todos los beneficios de ley.
Contrato a plazo fijo por 6 meses renovable, con período de prueba de 30 días.
Horario: Lunes a Viernes de 8:30 a.m. a 6:00 p.m.
Modalidad: Presencial (4 días en oficina en San Isidro, 1 día remoto).
EPS cubierto al 50%
Seguro oncológico 100% cubierto
Posibilidad de viajes periódicos a otras sedes
En Experis Perú, promovemos la inclusión y equidad laboral, sin distinción por discapacidad, género, orientación sexual, identidad de género, edad o lugar de origen.
¡Todos los talentos son bienvenidos!","San Isidro, Lima, Peru",Presencial
Analista Programador .NET,"G&S Gestión y Sistemas es una empresa que brinda soluciones de negocios basado en TI. Somos líder en nuestro sector y reconocidos por Microsoft como el Mejor Partner a nivel LATAM.
Nos encontramos en búsqueda de un Analista Programador.Net con el siguiente perfil:
Requisitos:
Profesionales de las carreras de Ingeniería de Software, Informática, Sistemas o afines.
Experiencia de 5 años a más como Desarrollador y/o Analista Programador
Dominio de C#, ASP.NET Core, LINQ, Entity Framework.
Experiencia en diseño y desarrollo de APIs RESTful, microservicios y arquitecturas limpias (Clean Architecture, DDD).
Sólido manejo de SQL Server a nivel avanzado.
Conocimientos en Azure DevOps, CI/CD, Git, Docker y Kubernetes.
Experiencia en pruebas unitarias y automatizadas con xUnit, NUnit y Moq.
Experiencia en frontend avanzado con Blazor, Angular y/o React.
Aptitudes
Trabajar en equipo
Aprendizaje proactivo
Capacidad de análisis y resolución de problemas
Habilidades para tratar con las personas (indagar, conocer)
Habilidades de comunicación oral y escrito
Beneficios
Beneficios de ley
Estabilidad laboral
Pertenecer a una empresa de prestigio
Agradable clima laboral
Convenios educativos y de entretenimiento
Día libre por cumpleaños
Modalidad híbrida: Presencial 3 veces por semana durante 3 semanas y luego según su adaptación, remoto 100%.
A lo largo de nuestra historia, hemos recibido distintas distinciones, siendo la más importante las recibidas por Microsoft como el mejor partner del año. Brindamos soluciones a través de nuestras líneas de Big Data & Analytics, Infraestructura y Cloud Services, Desarrollo e Innovación y Modern Workplace.
“La clave de nuestro crecimiento consiste en la especialización, claridad de competencias y ofertas en el mercado”","Miraflores, Lima, Peru",Híbrido
